case,comment,likes_raw,likes,date_iso,hash_id,comment_norm,comment_length,emojis_list,hashtags_list,days_old,language,is_brazilian,comment_anon,theme_C1,theme_C2,theme_C3,theme_C4,theme_C5,theme_NA,theme_conf,character,char_conf,tone,tone_conf,needs_human_review,coder_agreement,reviewer_used,kappa_reviewer_a,kappa_reviewer_b,rule_id,theme_C1_a,theme_C2_a,theme_C3_a,theme_C4_a,theme_C5_a,theme_NA_a,character_a,tone_a,confidence_a,theme_C1_b,theme_C2_b,theme_C3_b,theme_C4_b,theme_C5_b,theme_NA_b,character_b,tone_b,confidence_b,classification_source,theme_C1_human,theme_C2_human,theme_C3_human,theme_C4_human,theme_C5_human,theme_NA_human,character_human,tone_human,human_notes,reviewed_by,reviewed_at,human_reviewed
Bruno_Mars,🇧🇷📍🇧🇷,1 Me gusta,1,2025-12-25 06:44:32+00:00,BRUNO_MARS_3366,🇧🇷📍🇧🇷,5,"['🇧🇷', '📍']",[],413,,True,🇧🇷📍🇧🇷,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_location,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,Les gooo,2 Me gusta,2,2026-02-24 02:54:54+00:00,BRUNO_MARS_7745,les gooo,8,[],[],474,,False,Les gooo,False,False,False,False,False,True,0.8,Afetivo,0.85,Positivo,0.85,False,True,False,,,,False,False,False,False,False,True,Afetivo,Positivo,0.8,False,False,False,False,False,True,Afetivo,Positivo,0.85,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,🔥🇧🇷😂,1 Me gusta,1,2026-01-14 13:09:20+00:00,BRUNO_MARS_4766,🔥🇧🇷😂,4,"['🔥', '😂', '🇧🇷']",[],433,,True,🔥🇧🇷😂,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,😂,1 Me gusta,1,2026-01-23 10:58:01+00:00,BRUNO_MARS_5369,😂,1,['😂'],[],442,,False,😂,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,@bruninhoedobrasil #rumoaos200M,2 Me gusta,2,2025-12-04 09:18:58+00:00,BRUNO_MARS_2374,@bruninhoedobrasil #rumoaos200m,31,[],['#rumoaos200M'],392,pt,True,@user #rumoaos200M,False,False,False,False,True,False,0.92,Afetivo,0.9,Positivo,0.88,False,True,False,,,rumoaos200m_shell,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🔥🔥🔥🔥🇧🇷🇧🇷🇧🇷,0,0,2025-11-14 04:03:56+00:00,BRUNO_MARS_1262,🔥🔥🔥🔥🇧🇷🇧🇷🇧🇷,10,"['🔥', '🇧🇷']",[],372,,True,🔥🔥🔥🔥🇧🇷🇧🇷🇧🇷,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🔥🇧🇷😂,1 Me gusta,1,2025-10-16 23:21:26+00:00,BRUNO_MARS_0587,🔥🇧🇷😂,4,"['🔥', '😂', '🇧🇷']",[],343,,True,🔥🇧🇷😂,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,💚🇧🇷💛,1 Me gusta,1,2026-01-26 18:15:19+00:00,BRUNO_MARS_5973,💚🇧🇷💛,4,"['🇧🇷', '💚', '💛']",[],445,,True,💚🇧🇷💛,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🇧🇷🇧🇷,4 Me gusta,4,2026-01-24 19:05:32+00:00,BRUNO_MARS_5500,🇧🇷🇧🇷🇧🇷,6,['🇧🇷'],[],443,,True,🇧🇷🇧🇷🇧🇷,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,False,True,False,,,flag_only_foreign_thread,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,💚 😍😍,1 Me gusta,1,2026-03-06 15:23:19+00:00,BRUNO_MARS_8058,💚 😍😍,4,"['😍', '💚']",[],484,,False,💚 😍😍,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,💛🇧🇷😂,1 Me gusta,1,2025-12-18 15:20:02+00:00,BRUNO_MARS_3195,💛🇧🇷😂,4,"['🇧🇷', '😂', '💛']",[],406,,True,💛🇧🇷😂,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,🇧🇷🇧🇷🇧🇷,1 Me gusta,1,2025-11-18 18:31:26+00:00,BRUNO_MARS_1407,🇧🇷🇧🇷🇧🇷,6,['🇧🇷'],[],376,,True,🇧🇷🇧🇷🇧🇷,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,False,True,False,,,flag_only_foreign_thread,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,📍🇧🇷🔥,1 Me gusta,1,2026-03-01 19:29:40+00:00,BRUNO_MARS_7967,📍🇧🇷🔥,4,"['🇧🇷', '📍', '🔥']",[],479,,True,📍🇧🇷🔥,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_location,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,😍🇧🇷💚,0,0,2025-10-23 23:38:44+00:00,BRUNO_MARS_0749,😍🇧🇷💚,4,"['😍', '💚', '🇧🇷']",[],350,,True,😍🇧🇷💚,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,Happy birthday My Love! 🥳🎂🍀🎉🎂💫🎈❤️🙏🏽👏🏽👏🏽👏🏽👏🏽,2 Me gusta,2,2025-10-08 19:07:03+00:00,BRUNO_MARS_0234,happy birthday my love! 🥳🎂🍀🎉🎂💫🎈❤️🙏🏽👏🏽👏🏽👏🏽👏🏽,43,"['🙏🏽', '👏🏽', '💫', '🎈', '🎉', '🥳', '❤️', '🍀', '🎂']",[],335,en,True,Happy birthday My Love! 🥳🎂🍀🎉🎂💫🎈❤️🙏🏽👏🏽👏🏽👏🏽👏🏽,False,False,False,True,False,False,0.92,Afetivo,0.92,Positivo,0.92,False,True,False,,,,False,False,False,True,False,False,Afetivo,Positivo,0.92,False,False,False,True,False,False,Afetivo,Positivo,0.9,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,💚🇧🇷💛,0,0,2026-03-01 14:13:18+00:00,BRUNO_MARS_7937,💚🇧🇷💛,4,"['🇧🇷', '💚', '💛']",[],479,,True,💚🇧🇷💛,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,💛🇧🇷,0,0,2025-11-24 00:26:54+00:00,BRUNO_MARS_1747,💛🇧🇷,3,"['🇧🇷', '💛']",[],382,,True,💛🇧🇷,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,Bruno 😍❤️,4 Me gusta,4,2025-10-14 00:47:33+00:00,BRUNO_MARS_0454,bruno 😍❤️,9,"['😍', '❤️']",[],341,,False,Bruno 😍❤️,False,False,False,True,False,False,0.92,Afetivo,0.95,Positivo,0.92,False,True,False,,,,False,False,False,True,False,False,Afetivo,Positivo,0.92,False,False,False,True,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,@chay_nascy 🇧🇷💚,1 Me gusta,1,2025-11-23 09:07:47+00:00,BRUNO_MARS_1727,@chay_nascy 🇧🇷💚,15,"['🇧🇷', '💚']",[],381,tl,True,@user 🇧🇷💚,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
Bruno_Mars,Ainda não superei esse vídeo! 🇧🇷❤️,3 Me gusta,3,2025-10-08 19:23:45+00:00,BRUNO_MARS_0240,ainda não superei esse vídeo! 🇧🇷❤️,34,"['🇧🇷', '❤️']",[],335,pt,True,Ainda não superei esse vídeo! 🇧🇷❤️,False,False,False,True,True,False,0.92,Afetivo,0.95,Positivo,0.95,False,True,False,,,,False,False,False,True,True,False,Afetivo,Positivo,0.92,False,False,False,True,True,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,Volta 🇧🇷 🇧🇷,4 Me gusta,4,2026-01-10 04:22:54+00:00,BRUNO_MARS_4399,volta 🇧🇷 🇧🇷,11,['🇧🇷'],[],429,hu,True,Volta 🇧🇷 🇧🇷,False,False,False,True,True,False,0.9,Afetivo,0.92,Positivo,0.9,False,False,True,1.0,0.5454545454545454,,False,False,False,True,True,False,Afetivo,Positivo,0.85,False,False,False,False,True,False,Afetivo,Positivo,0.85,llm_reviewer,,,,,,,,,,,,False
Bruno_Mars,Feliz vidaaaaa,1 Me gusta,1,2025-10-08 21:23:11+00:00,BRUNO_MARS_0264,feliz vidaaaaa,14,[],[],335,nl,False,Feliz vidaaaaa,False,False,False,False,False,True,0.75,Afetivo,0.85,Positivo,0.85,False,True,False,,,,False,False,False,False,False,True,Afetivo,Positivo,0.75,False,False,False,False,False,True,Afetivo,Positivo,0.68,llm_agreed,,,,,,,,,,,,False
Bruno_Mars,😍🇧🇷📍,2 Me gusta,2,2026-01-24 22:45:50+00:00,BRUNO_MARS_5538,😍🇧🇷📍,4,"['😍', '📍', '🇧🇷']",[],443,,True,😍🇧🇷📍,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_location,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,😍😍😍😍,1 Me gusta,1,2025-08-17 12:23:39+00:00,CR7_2477,😍😍😍😍,4,['😍'],[],962,,False,😍😍😍😍,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,Duas lendas!👏👏,0,0,2023-01-04 19:13:24+00:00,CR7_0890,duas lendas!👏👏,14,['👏'],[],6,pt,True,Duas lendas!👏👏,True,False,False,False,False,False,0.9,Afetivo,0.9,Positivo,0.9,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.9,True,False,False,False,False,False,Afetivo,Positivo,0.88,llm_agreed,,,,,,,,,,,,False
CR7,❤️,0,0,2023-01-07 16:59:53+00:00,CR7_1178,❤️,2,['❤️'],[],9,,False,❤️,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_heart_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,🕊✨,0,0,2023-01-03 05:47:15+00:00,CR7_0486,🕊✨,2,"['✨', '🕊']",[],5,,False,🕊✨,True,False,False,True,False,False,0.88,Afetivo,0.92,Positivo,0.78,False,False,True,0.5454545454545454,1.0,,True,False,False,False,False,False,Afetivo,Positivo,0.92,True,False,False,True,False,False,Afetivo,Neutro,0.85,llm_reviewer,,,,,,,,,,,,False
CR7,😢,0,0,2023-01-03 17:08:50+00:00,CR7_0648,😢,1,['😢'],[],5,,False,😢,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,😢😍😮😂🔥🙌,0,0,2023-02-04 01:29:07+00:00,CR7_1674,😢😍😮😂🔥🙌,6,"['😍', '🙌', '🔥', '😢', '😂', '😮']",[],37,,False,😢😍😮😂🔥🙌,True,False,False,True,False,False,0.82,Afetivo,0.88,Negativo,0.7,False,True,False,,,,True,False,False,True,False,False,Afetivo,Negativo,0.82,True,False,False,True,False,False,Afetivo,Positivo,0.85,llm_agreed,,,,,,,,,,,,False
CR7,😭😭😭😭,0,0,2023-01-03 14:17:07+00:00,CR7_0597,😭😭😭😭,4,['😭'],[],5,,False,😭😭😭😭,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,🙏🇧🇷❤️,0,0,2023-01-02 13:42:45+00:00,CR7_0179,🙏🇧🇷❤️,5,"['🙏', '🇧🇷', '❤️']",[],4,,True,🙏🇧🇷❤️,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,flag_mixed_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,😢😢,0,0,2023-01-27 03:35:54+00:00,CR7_1624,😢😢,2,['😢'],[],29,,False,😢😢,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,👏👏👏👏👏🙏🏻🙏🏻🙏🏻,0,0,2023-01-08 00:03:57+00:00,CR7_1214,👏👏👏👏👏🙏🏻🙏🏻🙏🏻,11,"['🙏🏻', '👏']",[],10,,False,👏👏👏👏👏🙏🏻🙏🏻🙏🏻,True,False,False,False,False,False,0.95,Afetivo,0.92,Positivo,0.92,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.95,True,False,False,False,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
CR7,❤️,0,0,2023-01-06 23:06:49+00:00,CR7_1126,❤️,2,['❤️'],[],8,,False,❤️,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_heart_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,Mandonna,0,0,2023-02-26 19:17:20+00:00,CR7_1799,mandonna,8,[],[],59,,True,Mandonna,True,False,False,False,False,False,0.85,Cognitivo,0.78,Neutro,0.7,False,False,True,0.5454545454545454,1.0,,True,False,False,False,True,False,Cognitivo,Neutro,0.78,True,False,False,False,False,False,Cognitivo,Neutro,0.8,llm_reviewer,,,,,,,,,,,,False
CR7,⠛⠛⣿⣿⣿⣿⣿⡷⢶⣦⣶⣶⣤⣤⣤⣀⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠉⠉⠉⠙⠻⣿⣿⠿⠿⠛⠛⠛⠻⣿⣿⣇⠀ ⠀⠀⢤⣀⣀⣀⠀⠀⢸⣷⡄⠀⣁⣀⣤⣴⣿⣿⣿⣆ ⠀⠀⠀⠀⠹⠏⠀⠀⠀⣿⣧⠀⠹⣿⣿⣿⣿⣿⡿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⠇⢀⣼⣿⣿⠛⢯⡿⡟ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠦⠴⢿⢿⣿⡿⠷⠀⣿⠀ ⠀⠀⠀⠀⠀⠀⠀⠙⣷⣶⣶⣤⣤⣤⣤⣤⣶⣦⠃⠀ ⠀⠀⠀⠀⠀⠀⠀⢐⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⢿⣿⣿⣿⣿⠟⠁,0,0,2023-05-06 06:40:28+00:00,CR7_1948,⠛⠛⣿⣿⣿⣿⣿⡷⢶⣦⣶⣶⣤⣤⣤⣀⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠉⠉⠉⠙⠻⣿⣿⠿⠿⠛⠛⠛⠻⣿⣿⣇⠀ ⠀⠀⢤⣀⣀⣀⠀⠀⢸⣷⡄⠀⣁⣀⣤⣴⣿⣿⣿⣆ ⠀⠀⠀⠀⠹⠏⠀⠀⠀⣿⣧⠀⠹⣿⣿⣿⣿⣿⡿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⠇⢀⣼⣿⣿⠛⢯⡿⡟ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠦⠴⢿⢿⣿⡿⠷⠀⣿⠀ ⠀⠀⠀⠀⠀⠀⠀⠙⣷⣶⣶⣤⣤⣤⣤⣤⣶⣦⠃⠀ ⠀⠀⠀⠀⠀⠀⠀⢐⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⢿⣿⣿⣿⣿⠟⠁,227,[],[],128,,False,⠛⠛⣿⣿⣿⣿⣿⡷⢶⣦⣶⣶⣤⣤⣤⣀⠀⠀⠀ ⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡀⠀ ⠀⠀⠀⠉⠉⠉⠙⠻⣿⣿⠿⠿⠛⠛⠛⠻⣿⣿⣇⠀ ⠀⠀⢤⣀⣀⣀⠀⠀⢸⣷⡄⠀⣁⣀⣤⣴⣿⣿⣿⣆ ⠀⠀⠀⠀⠹⠏⠀⠀⠀⣿⣧⠀⠹⣿⣿⣿⣿⣿⡿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⠇⢀⣼⣿⣿⠛⢯⡿⡟ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠦⠴⢿⢿⣿⡿⠷⠀⣿⠀ ⠀⠀⠀⠀⠀⠀⠀⠙⣷⣶⣶⣤⣤⣤⣤⣤⣶⣦⠃⠀ ⠀⠀⠀⠀⠀⠀⠀⢐⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⢿⣿⣿⣿⣿⠟⠁,True,False,False,False,False,False,0.88,Afetivo,0.9,Positivo,0.85,False,False,True,1.0,0.0,,True,False,False,False,False,False,Afetivo,Positivo,0.85,False,False,False,False,False,True,Afetivo,Positivo,0.75,llm_reviewer,,,,,,,,,,,,False
CR7,Rei,0,0,2023-01-05 01:25:52+00:00,CR7_0943,rei,3,[],[],7,,False,Rei,True,False,False,False,False,False,0.9,Afetivo,0.95,Positivo,0.95,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.9,True,False,False,False,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
CR7,Grande 👏,0,0,2023-01-02 22:24:14+00:00,CR7_0388,grande 👏,8,['👏'],[],4,,False,Grande 👏,True,False,False,False,False,False,0.85,Afetivo,0.92,Positivo,0.9,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.85,True,False,False,False,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
CR7,ВЕЛИКОЕ ФОТО,6 Me gusta,6,2023-10-31 12:10:33+00:00,CR7_2051,великое фото,12,[],[],306,mk,False,ВЕЛИКОЕ ФОТО,True,False,False,True,False,False,0.72,Afetivo,0.9,Positivo,0.95,True,False,True,0.5454545454545454,0.0,,True,False,False,False,False,False,Afetivo,Positivo,0.8,False,False,False,False,False,True,Afetivo,Positivo,0.72,llm_reviewer,,,,,,,,,,,,False
CR7,👏👏👏👏👏👏🔥🔥🔥😮😮,0,0,2023-01-09 18:31:04+00:00,CR7_1284,👏👏👏👏👏👏🔥🔥🔥😮😮,11,"['🔥', '👏', '😮']",[],11,,False,👏👏👏👏👏👏🔥🔥🔥😮😮,True,False,False,False,False,False,0.82,Afetivo,0.92,Positivo,0.92,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.82,True,False,False,False,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
CR7,❤️,0,0,2023-01-02 19:38:03+00:00,CR7_0319,❤️,2,['❤️'],[],4,,False,❤️,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_heart_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,I love Ronaldo cr 7,15 Me gusta,15,2023-01-03 21:30:29+00:00,CR7_0728,i love ronaldo cr 7,19,[],[],5,it,False,I love Ronaldo cr 7,False,False,False,False,False,True,0.75,Afetivo,0.85,Positivo,0.85,False,True,False,,,,False,False,False,False,False,True,Afetivo,Positivo,0.75,False,False,False,False,False,True,Afetivo,Positivo,0.75,llm_agreed,,,,,,,,,,,,False
CR7,Ídolo ❤️,0,0,2023-01-03 18:10:27+00:00,CR7_0663,ídolo ❤️,8,['❤️'],[],5,,False,Ídolo ❤️,True,False,False,False,False,False,0.92,Afetivo,0.95,Positivo,0.95,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.92,True,False,False,False,False,False,Afetivo,Positivo,0.85,llm_agreed,,,,,,,,,,,,False
CR7,❤️❤️❤️,2 Me gusta,2,2025-05-03 18:26:29+00:00,CR7_2413,❤️❤️❤️,6,['❤️'],[],856,,False,❤️❤️❤️,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_heart_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,😢,0,0,2023-01-03 01:19:49+00:00,CR7_0436,😢,1,['😢'],[],5,,False,😢,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,🙏🙏🙏🙏🙏🙏,2 Me gusta,2,2023-01-03 20:07:41+00:00,CR7_0701,🙏🙏🙏🙏🙏🙏,6,['🙏'],[],5,,False,🙏🙏🙏🙏🙏🙏,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,I❤️🔥,0,0,2023-01-06 11:00:45+00:00,CR7_1076,i❤️🔥,4,"['🔥', '❤️']",[],8,,False,I❤️🔥,True,False,False,True,False,False,0.9,Afetivo,0.92,Positivo,0.9,False,False,True,0.5454545454545454,1.0,,True,False,False,False,False,False,Afetivo,Positivo,0.92,True,False,False,True,False,False,Afetivo,Positivo,0.8,llm_reviewer,,,,,,,,,,,,False
CR7,goats,0,0,2023-01-03 08:01:31+00:00,CR7_0508,goats,5,[],[],5,,False,goats,True,False,False,False,False,False,0.85,Afetivo,0.9,Positivo,0.9,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.85,True,False,False,False,False,False,Afetivo,Positivo,0.85,llm_agreed,,,,,,,,,,,,False
CR7,😢,4 Me gusta,4,2023-01-03 20:50:03+00:00,CR7_0720,😢,1,['😢'],[],5,,False,😢,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,I'm sorry for you ronaldo I know this hurts keep your head up LONG LIVE THE LEGEND💔,0,0,2023-09-29 22:02:18+00:00,CR7_2040,i'm sorry for you ronaldo i know this hurts keep your head up long live the legend💔,83,['💔'],[],274,en,False,I'm sorry for you ronaldo I know this hurts keep your head up LONG LIVE THE LEGEND💔,True,False,False,True,False,False,0.85,Afetivo,0.92,Positivo,0.82,False,True,False,,,,True,False,False,True,False,False,Afetivo,Positivo,0.85,True,False,False,True,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
CR7,Feisali😮,0,0,2023-01-06 10:22:44+00:00,CR7_1072,feisali😮,8,['😮'],[],8,,False,Feisali😮,False,False,False,False,False,True,0.75,Afetivo,0.85,Neutro,0.6,False,True,False,,,,False,False,False,False,False,True,Afetivo,Neutro,0.75,False,False,False,False,False,True,Afetivo,Neutro,0.6,llm_agreed,,,,,,,,,,,,False
CR7,😢😢😢😢,0,0,2025-08-19 10:46:38+00:00,CR7_2481,😢😢😢😢,4,['😢'],[],964,,False,😢😢😢😢,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,🐐🐐👏,3 Me gusta,3,2024-07-11 01:18:18+00:00,CR7_2196,🐐🐐👏,3,"['🐐', '👏']",[],560,,False,🐐🐐👏,True,False,False,False,False,False,0.85,Afetivo,0.92,Positivo,0.92,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.85,True,False,False,False,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
CR7,King 👑❤️,0,0,2023-01-03 13:46:42+00:00,CR7_0582,king 👑❤️,8,"['❤️', '👑']",[],5,,False,King 👑❤️,True,False,False,False,False,False,0.78,Afetivo,0.88,Positivo,0.88,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.78,True,False,False,False,False,False,Afetivo,Positivo,0.92,llm_agreed,,,,,,,,,,,,False
CR7,رونالدو اسمع عندي لك زوجه ممتازه تعرف تطبخ وتدلعك بس مهرها ٧٠٠ الف,0,0,2023-08-08 00:49:46+00:00,CR7_2013,رونالدو اسمع عندي لك زوجه ممتازه تعرف تطبخ وتدلعك بس مهرها ٧٠٠ الف,66,[],[],222,ar,False,رونالدو اسمع عندي لك زوجه ممتازه تعرف تطبخ وتدلعك بس مهرها ٧٠٠ الف,False,False,False,False,False,True,0.85,Cognitivo,0.6,Neutro,0.6,False,True,False,,,,False,False,False,False,False,True,Cognitivo,Neutro,0.85,False,False,False,False,False,True,Afetivo,Neutro,0.0,llm_agreed,,,,,,,,,,,,False
CR7,🙌🙌,0,0,2023-01-02 03:06:28+00:00,CR7_0045,🙌🙌,2,['🙌'],[],4,,False,🙌🙌,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_combo_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
CR7,👏🏼⚽️🙏🏼,6 Me gusta,6,2023-01-03 22:41:06+00:00,CR7_0743,👏🏼⚽️🙏🏼,6,"['👏🏼', '⚽', '🙏🏼']",[],5,,False,👏🏼⚽️🙏🏼,True,False,False,False,False,False,0.9,Afetivo,0.9,Positivo,0.9,False,True,False,,,,True,False,False,False,False,False,Afetivo,Positivo,0.9,True,False,False,False,False,False,Afetivo,Positivo,0.9,llm_agreed,,,,,,,,,,,,False
CR7,❤️,0,0,2023-01-10 02:27:43+00:00,CR7_1300,❤️,2,['❤️'],[],12,,False,❤️,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,False,True,False,,,affect_heart_foreign,,,,,,,,,,,,,,,,,,,rule,,,,,,,,,,,,False
